Group ,Watch,Dominant,Subordinate,Interaction,,,,
EAST_CAMP_SE,4,GYRN,WWYN,B,,,,
EAST_CAMP_SE,4,WNRN,GNWR,D,,,,
EAST_CAMP_SE,4,WNRN,GNWR,D,,,,
EAST_CAMP_SE,4,WNRN,GNWR,B,,,,
EAST_CAMP_SE,4,WNRN,GNWR,B,,,,
EAST_CAMP_SE,4,WNRN,RGW-G,D,,,,
EAST_CAMP_SE,4,WNRN,RGW-G,B,,,,
EAST_CAMP_SE,4,WWYN,GNWR,D,,,,
EAST_CAMP_SE,4,WWYN,GNWR,C,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,D,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,D,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,C,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,C,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,B,,,,
EAST_CAMP_SE,4,WNRN,G-BM/G,B,,,,
EAST_CAMP_SE,4,RW/R,RGW-G,D,,,,
EAST_CAMP_SE,4,RW/R,RGW-G,B,,,,
EAST_CAMP_SE,5,RW/R,GYRN,D,,,,
EAST_CAMP_SE,5,RW/R,GYRN,B,,,,
EAST_CAMP_SE,5,WNRN,RYWB,D,,,,
EAST_CAMP_SE,5,WNRN,RYWB,D,,,,
EAST_CAMP_SE,5,WNRN,RYWB,D,,,,
EAST_CAMP_SE,5,WNRN,RYWB,D,,,,
EAST_CAMP_SE,5,WNRN,RYWB,B,,,,
EAST_CAMP_SE,5,WNRN,RYWB,B,,,,
EAST_CAMP_SE,5,WNRN,RYWB,B,,,,
EAST_CAMP_SE,5,WNRN,RNBN,D,,,,
EAST_CAMP_SE,5,WNRN,RNBN,C,,,,
EAST_CAMP_SE,5,RNBN,RYWB,D,,,,
EAST_CAMP_SE,5,RNBN,RYWB,D,,,,
EAST_CAMP_SE,5,RNBN,RYWB,B,,,,
EAST_CAMP_SE,5,RNBN,WNRN,B,,,,
EAST_CAMP_SE,5,WNRN,G-BM/G,D,,,,
EAST_CAMP_SE,5,WNRN,G-BM/G,C,,,,
EAST_CAMP_SE,5,GYRN,GNWR,D,,,,
EAST_CAMP_SE,5,GYRN,GNWR,D,,,,
EAST_CAMP_SE,5,GYRN,GNWR,B,,,,
EAST_CAMP_SE,5,GYRN,GNWR,B,,,,
EAST_CAMP_SE,5,GYRN,N-R/WR,D,,,,
EAST_CAMP_SE,5,GYRN,N-R/WR,B,,,,
EAST_CAMP_SE,5,WNRN,GYRN,D,,,,
EAST_CAMP_SE,5,WNRN,GYRN,C,,,,
EAST_CAMP_SE,5,WNRN,WWYN,D,,,,
EAST_CAMP_SE,5,WNRN,WWYN,D,,,,
EAST_CAMP_SE,5,WNRN,WWYN,D,,,,
EAST_CAMP_SE,5,WNRN,WWYN,B,,,,
EAST_CAMP_SE,5,WNRN,WWYN,B,,,,
EAST_CAMP_SE,5,WNRN,WWYN,B,,,,
EAST_CAMP_SE,5,WNRN,WWYN,B,,,,
EAST_CAMP_SE,5,WNRN,NWRG,D,,,,
EAST_CAMP_SE,5,WNRN,NWRG,B,,,,
EAST_CAMP_SE,5,WNRN,GWBG,D,,,,
EAST_CAMP_SE,5,WNRN,GWBG,B,,,,
EAST_CAMP_SE,5,WNRN,GNWR,D,,,,
EAST_CAMP_SE,5,WNRN,GNWR,D,,,,
EAST_CAMP_SE,5,WNRN,GNWR,D,,,,
EAST_CAMP_SE,5,WNRN,GNWR,B,,,,
EAST_CAMP_SE,5,WNRN,GNWR,B,,,,
EAST_CAMP_SE,5,WNRN,GNWR,B,,,,
EAST_CAMP_SE,5,WNRN,RGW-G,D,,,,
EAST_CAMP_SE,5,WNRN,RGW-G,B,,,,
EAST_CAMP_SE,5,GYRN,WWYN,D,,,,
EAST_CAMP_SE,5,GYRN,WWYN,B,,,,
EAST_CAMP_SE,6,BBWN,WWYN,D,,,,
EAST_CAMP_SE,6,BBWN,WWYN,B,,,,
EAST_CAMP_SE,6,RNBN,BBWN,D,,,,
EAST_CAMP_SE,6,RNBN,BBWN,B,,,,
EAST_CAMP_SE,6,RNBN,WNRN,D,,,,
EAST_CAMP_SE,6,RNBN,WNRN,D,,,,
EAST_CAMP_SE,6,RNBN,WNRN,B,,,,
EAST_CAMP_SE,6,RNBN,WNRN,B,,,,
EAST_CAMP_SE,6,WNRN,G-BM/G,D,,,,
EAST_CAMP_SE,6,WNRN,G-BM/G,C,,,,
EAST_CAMP_SE,6,RNBN,WWYN,D,,,,
EAST_CAMP_SE,6,WNRN,RYWB,D,,,,
EAST_CAMP_SE,6,WNRN,RYWB,C,,,,
EAST_CAMP_SE,6,WNRN,GYRN,D,,,,
EAST_CAMP_SE,6,WNRN,GYRN,D,,,,
EAST_CAMP_SE,6,WNRN,GYRN,C,,,,
EAST_CAMP_SE,6,GYRN,RW/R,D,,,,
EAST_CAMP_SE,6,GYRN,RW/R,B,,,,
EAST_CAMP_SE,6,WNRN,RW/R,D,,,,
EAST_CAMP_SE,6,WNRN,RW/R,C,,,,
EAST_CAMP_SE,6,WNRN,GNWR,D,,,,
EAST_CAMP_SE,6,WNRN,GNWR,C,,,,
EAST_CAMP_SE,6,WNRN,GNWR,B,,,,
EAST_CAMP_SE,7,RNBN,WNRN,D,,,,
EAST_CAMP_SE,7,RNBN,WNRN,D,,,,
EAST_CAMP_SE,7,RNBN,WNRN,D,,,,
EAST_CAMP_SE,7,RNBN,WNRN,D,,,,
EAST_CAMP_SE,7,RNBN,WNRN,C,,,,
EAST_CAMP_SE,7,RNBN,WNRN,B,,,,
EAST_CAMP_SE,7,RNBN,WNRN,B,,,,
EAST_CAMP_SE,7,RNBN,WNRN,B,,,,
EAST_CAMP_SE,7,WNRN,GNWR,D,,,,
EAST_CAMP_SE,7,WNRN,GNWR,B,,,,
EAST_CAMP_SE,7,RNBN,GYRN,D,,,,
EAST_CAMP_SE,7,WNRN,GNWR,D,,,,
EAST_CAMP_SE,7,WNRN,WWYN,D,,,,
EAST_CAMP_SE,7,WNRN,WWYN,D,,,,
EAST_CAMP_SE,7,WNRN,WWYN,C,,,,
EAST_CAMP_SE,8,RNBN,RW/R,D,,,,
EAST_CAMP_SE,8,RNBN,RW/R,B,,,,
EAST_CAMP_SE,8,RNBN,WNRN,B,,,,
EAST_CAMP_SE,8,WNRN,RYWB,D,,,,
EAST_CAMP_SE,8,WNRN,RYWB,C,,,,
EAST_CAMP_SE,8,WNRN,GYRN,D,,,,
EAST_CAMP_SE,8,WNRN,GYRN,C,,,,
EAST_CAMP_SE,8,WNRN,GWBG,D,,,,
EAST_CAMP_SE,8,WNRN,GWBG,C,,,,
EAST_CAMP_SE,8,GYRN,GNWR,D,,,,
EAST_CAMP_SE,8,GYRN,GNWR,C,,,,
EAST_CAMP_SE,8,WNRN,RNBN,D,,,,
EAST_CAMP_SE,8,WNRN,RYWB,D,,,,
EAST_CAMP_SE,8,WNRN,RYWB,C,,,,
EAST_CAMP_SE,8,WNRN,WWYN,D,,,,
EAST_CAMP_SE,8,WNRN,WWYN,C,,,,
EAST_CAMP_SE,8,WNRN,WWYN,B,,,,
EAST_CAMP_SE,8,WNRN,GYRN,D,,,,
EAST_CAMP_SE,9,WNRN,GYRN,D,,,,
EAST_CAMP_SE,9,WNRN,GYRN,C,,,,
EAST_CAMP_SE,9,WNRN,GNWR,D,,,,
EAST_CAMP_SE,9,WNRN,GNWR,B,,,,
EAST_CAMP_SE,9,N-R/WR,RYWB,D,,,,
EAST_CAMP_SE,9,N-R/WR,RYWB,D,,,,
EAST_CAMP_SE,9,N-R/WR,RYWB,B,,,,
EAST_CAMP_SE,9,N-R/WR,G-BM/G,D,,,,
EAST_CAMP_SE,9,N-R/WR,G-BM/G,B,,,,
EAST_CAMP_SE,9,N-R/WR,GNWR,D,,,,
EAST_CAMP_SE,9,N-R/WR,GNWR,D,,,,
EAST_CAMP_SE,9,N-R/WR,GNWR,B,,,,
EAST_CAMP_SE,9,GYRN,N-R/WR,D,,,,
EAST_CAMP_SE,9,GYRN,GNWR,D,,,,
EAST_CAMP_SE,9,GYRN,GNWR,D,,,,
EAST_CAMP_SE,9,GYRN,GNWR,B,,,,
EAST_CAMP_SE,9,GYRN,GWBG,D,,,,
EAST_CAMP_SE,9,GYRN,RYWB,D,,,,
EAST_CAMP_SE,9,GYRN,G-BM/G,D,,,,
EAST_CAMP_SE,9,RNBN,WNRN,D,,,,
EAST_CAMP_SE,9,RNBN,WNRN,D,,,,
EAST_CAMP_SE,9,RNBN,WNRN,B,,,,
EAST_CAMP_SE,9,RNBN,GYRN,D,,,,
EAST_CAMP_SE,9,RNBN,GYRN,B,,,,
EAST_CAMP_SE,9,WNRN,N-R/WR,D,,,,
EAST_CAMP_SE,9,WNRN,N-R/WR,D,,,,
EAST_CAMP_SE,9,WNRN,N-R/WR,B,,,,
EAST_CAMP_SE,9,GYRN,N-R/WR,D,,,,
EAST_CAMP_SE,10,RNBN,GNWR,D,,,,
EAST_CAMP_SE,10,WNRN,GNWR,D,,,,
EAST_CAMP_SE,10,WNRN,GNWR,B,,,,
EAST_CAMP_SE,10,GYRN,RGW-G,D,,,,
EAST_CAMP_SE,10,GYRN,RGW-G,C,,,,
EAST_CAMP_SE,10,WNRN,GYRN,D,,,,
EAST_CAMP_SE,10,WNRN,GYRN,C,,,,
EAST_CAMP_SE,10,G-BM/G,G-BM/G,X,,,,
EAST_CAMP_SE,10,NWRG,NWRG,X,,,,
EAST_CAMP_SE,10,RGW-G,RGW-G,X,,,,
EAST_CAMP_SE,10,WNRN,WNRN,X,,,,
EAST_CAMP_SE,10,RYWB,RYWB,X,,,,
EAST_CAMP_SE,10,GNWR,GNWR,X,,,,
NPB NW,1,YYGB,RBGG,D,,,,
NPB NW,1,YYGB,GGWW,D,,,,
NPB NW,1,YNBB,WBWN,P,,,,
NPB NW,1,YNWN,WYGR,P,,,,
NPB NW,1,GGWW,YNWN,P,,,,
NPB NW,1,GGWW,YNWN,C,,,,
NPB NW,2,YYGB,WYGR,P,,,,
NPB NW,2,YYGB,RBRY,D,,,,
NPB NW,2,RBRY,WYGR,D,,,,
NPB NW,2,RBGG,RBRY,P,,,,
NPB NW,2,RBGG,RBRY,D,,,,
NPB NW,2,YNBB,RBRY,D,,,,
NPB NW,2,GGWW,YNBB,P,,,,
NPB NW,2,GGWW,YNBB,P,,,,
NPB NW,2,GGWW,YNBB,B,,,,
NPB NW,2,GGWW,YNBB,B,,,,
NPB NW,2,WBYY,RBRY,D,,,,
NPB NW,3,RBRY,YNWN,D,,,,
NPB NW,3,WYGR,YNBB,D,,,,
NPB NW,3,WYGR,YNBB,D,,,,
NPB NW,3,GGWW,YNBB,D,,,,
NPB NW,3,GGWW,YNWN,B,,,,
NPB NW,3,GGWW,WYGR,B,,,,
NPB NW,3,WBYY,YNBB,D,,,,
NPB NW,3,WBYY,WYGR,D,,,,
NPB NW,3,GGWW,YNBB,B,,,,
NPB NW,3,GGWW,YNBB,D,,,,
NPB NW,4,YYGB,RBGG,D,,,,
NPB NW,4,RBGG,YYGB,D,,,,
NPB NW,4,GGWW,YYGB,D,,,,
NPB NW,4,GGWW,YYGB,B,,,,
NPB NW,4,YNWN,YNBB,D,,,,
NPB NW,4,WBYY,YWYB,D,,,,
NPB NW,4,YYGB,WYGR,D,,,,
NPB NW,5,GGWW,RBGG,D,,,,
NPB NW,5,GGWW,RBGG,B,,,,
NPB NW,6,RBGG,WBWN,P,,,,
NPB NW,6,GGWW,YWYB,P,,,,
NPB NW,6,YNWN,RBGG,D,,,,
NPB NW,6,YNWN,RBGG,D,,,,
NPB NW,7,YNWN,YWYB,D,,,,
NPB NW,8,GGWW,YWYB,D,,,,
NPB NW,8,RBGG,WBWN,P,,,,
NPB NW,8,YNBB,WBWN,D,,,,
NPB NW,8,YNBB,WBWN,D,,,,
NPB NW,8,YNBB,WBWN,D,,,,
NPB NW,8,YNBB,WBWN,B,,,,
NPB NW,8,GGWW,YWYB,D,,,,
NPB NW,8,YNBB,WYGR,P,,,,
NPB NW,9,GGWW,RBGG,D,,,,
NPB NW,9,WBWN,YNBB,D,,,,
NPB NW,9,YWYB,WYGR,D,,,,
NPB NW,9,RBGG,YWYB,D,,,,
NPB NW,10,WYGR,WBWN,B,,,,
NPB NW,10,RBGG,RBRY,D,,,,
NPB NW,10,WBYY,WBYY,X,,,,
NPB NW,10,YNBB,YNBB,X,,,,
SPBTrigGate,01-Jan,BYBR,NOBA,B,,,,
SPBTrigGate,01-Jan,NOBA,BYBR,K,,,,
SPBTrigGate,01-Jan,NOBA,BYBR,K,,,,
SPBTrigGate,01-Jan,RBNY,NOBA,B,,,,
SPBTrigGate,01-Jan,NOBA,RBNY,B,,,,
SPBTrigGate,01-Jan,NOBA,RBNY,B,,,,
SPBTrigGate,01-Jan,NOBA,RBNY,B,,,,
SPBTrigGate,01-Jan,RBNY,NOBA,B,,,,
SPBTrigGate,01-Jan,NOBA,BRGN,B,,,,
SPBTrigGate,01-Jan,NOBA,BRGN,K,,,,
SPBTrigGate,01-Jan,NOBA,BRGN,K,,,,
SPBTrigGate,01-Jan,NOBA,RBNY,B,,,,
SPBTrigGate,01-Jan,NOBA,GRWY,P,,,,
SPBTrigGate,01-Jan,GRWY,RBNY,P,,,,
SPBTrigGate,02-Jan,NOBA,BYBR,D,,,,
SPBTrigGate,01-Mar,RBNY,GRWY,P,,,,
SPBTrigGate,01-Mar,RBNY,BRGN,B,,,,
SPBTrigGate,01-Mar,NOBA,RBNY,B,,,,
SPBTrigGate,01-Mar,NOBA,BYBR,P,,,,
SPBTrigGate,01-Mar,GRWY,BYBR,B,,,,
SPBTrigGate,01-Apr,BYBR,NOBA,B,,,,
SPBTrigGate,01-Apr,GRWY,BYBR,B,,,,
SPBTrigGate,01-Apr,GRWY,BYBR,D,,,,
SPBTrigGate,01-Apr,GRWY,BYBR,D,,,,
SPBTrigGate,01-Sep,NOBA,BRGN,B,,,,
SPBTrigGate,01-Oct,RBNY,BYBR,B,,,,
SPBTrigGate,01-Oct,NOBA,BRGN,B,,,,
SPBTrigGate,01-Oct,NOBA,GRWY,B,,,,
SPBTrigGate,01-Oct,NOBA,GRWY,P,,,,
SPBTrigGate,01-Oct,NOBA,BRGN,B,,,,
SPBTrigGate,02-Nov,NOBA,BYBR,C,,,,
SPBTrigGate,13-Feb,BRGN,RBNY,B,,,,
RdFlatAnchorGate,29-Jan,NOBA,YBYG,D,,,,
RdFlatAnchorGate,29-Jan,NOBA,YBYG,D,,,,
RdFlatAnchorGate,29-Jan,NOBA,XNRB,D,,,,
RdFlatAnchorGate,29-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,NOBA,BYYN,B,,,,
RdFlatAnchorGate,29-Jan,YBYG,BYYN,B,,,,
RdFlatAnchorGate,29-Jan,NOBA,RGBG,B,,,,
RdFlatAnchorGate,29-Jan,NOBA,RGBG,B,,,,
RdFlatAnchorGate,29-Jan,NOBA,BYYN,B,,,,
RdFlatAnchorGate,29-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,XNRB,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,29-Jan,YBYG,BYYN,B,,,,
RdFlatAnchorGate,30-Jan,YRGY,BYYN,B,,,,
RdFlatAnchorGate,30-Jan,YRGY,NOBA,B,,,,
RdFlatAnchorGate,30-Jan,YRGY,NOBA,B,,,,
RdFlatAnchorGate,30-Jan,NOBA,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,NOBA,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,30-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,30-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,30-Jan,XNRB,RGBG,B,,,,
RdFlatAnchorGate,31-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,31-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,31-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,31-Jan,NOBA,YBYG,B,,,,
RdFlatAnchorGate,31-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,31-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,31-Jan,YRGY,BYYN,B,,,,
RdFlatAnchorGate,31-Jan,NOBA,BYYN,B,,,,
RdFlatAnchorGate,31-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,01-Jan,NOBA,RGBG,B,,,,
RdFlatAnchorGate,01-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,01-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,01-Jan,YBYG,BYYN,D,,,,
RdFlatAnchorGate,01-Jan,YRGY,BYYN,D,,,,
RdFlatAnchorGate,01-Jan,NOBA,BYYN,D,,,,
RdFlatAnchorGate,01-Feb,YRGY,RGBG,B,,,,
RdFlatAnchorGate,01-Feb,YRGY,RGBG,B,,,,
RdFlatAnchorGate,02-Feb,BYYN,XNRB,B,,,,
RdFlatAnchorGate,02-Feb,BYYN,XNRB,B,,,,
RdFlatAnchorGate,01-Mar,YRGY,RGBG,P,,,,
RdFlatAnchorGate,01-Apr,NOBA,YRGY,B,,,,
RdFlatAnchorGate,01-Apr,NOBA,XNRB,B,,,,
RdFlatAnchorGate,01-Apr,YRGY,BYYN,D,,,,
RdFlatAnchorGate,01-Apr,XNRB,BYYN,D,,,,
RdFlatAnchorGate,01-May,NOBA,XNRB,B,,,,
RdFlatAnchorGate,01-May,NOBA,XNRB,B,,,,
NCoastSE,19-Jan,NOBA,YGWY,D,,,,
NCoastSE,19-Jan,NOBA,YRBR,B,,,,
NCoastSE,19-Jan,NOBA,YYBN,B,,,,
NCoastSE,19-Jan,NOBA,YYBN,D,,,,
NCoastSE,19-Jan,NOBA,YYBN,D,,,,
NCoastSE,19-Jan,NOBA,YYBN,D,,,,
NCoastSE,19-Jan,NOBA,YYBN,P,,,,
NCoastSE,19-Feb,YYBN,NOBA,B,,,,
NCoastSE,19-Feb,NOBA,YYBN,P,,,,
NCoastSE,19-Feb,NOBA,YYBN,P,,,,
NCoastSE,19-Feb,NOBA,GWNN,C,,,,
NCoastSE,19-Feb,NOBA,GWNN,B,,,,
NCoastSE,19-Feb,NOBA,YGWY,C,,,,
NCoastSE,19-Feb,NOBA,YYBN,C,,,,
NCoastSE,19-Feb,YYBN,YRBR,C,,,,
NCoastSE,19-Feb,YYBN,YRBR,B,,,,
NCoastSE,19-Feb,YYBN,YGWY,P,,,,
NCoastSE,19-Feb,YYBN,YGGN,D,,,,
NCoastSE,19-Feb,YGWY,YGGN,D,,,,
NCoastSE,19-Mar,YGGN,YGWY,B,,,,
NCoastSE,19-Mar,NOBA,YRBR,B,,,,
NCoastSE,20-Jan,NOBA,YGGN,D,,,,
NCoastSE,20-Jan,NOBA,YGGN,D,,,,
NCoastSE,20-Feb,YYBN,YGWY,B,,,,
NCoastSE,20-Feb,YYBN,YRBR,B,,,,
NCoastSE,20-Feb,YYBN,YGGN,D,,,,
NCoastSE,20-Feb,YYBN,YRBR,D,,,,
NCoastSE,20-Feb,YYBN,YRBR,B,,,,
NCoastSE,20-Feb,YYBN,YGWY,D,,,,
NCoastSE,20-Feb,YGGN,YYBN,B,,,,
NCoastSE,20-Feb,NOBA,YGGN,P,,,,
NCoastSE,20-Feb,NOBA,YGGN,D,,,,
NCoastSE,20-Feb,NOBA,YGGN,C,,,,
NCoastSE,20-Feb,NOBA,GWNN,C,,,,
NCoastSE,21-Jan,NOBA,YYBN,B,,,,
NCoastSE,21-Jan,NOBA,YYBN,B,,,,
NCoastSE,21-Jan,NOBA,YYBN,B,,,,
NCoastSE,21-Jan,NOBA,GWNN,P,,,,
NCoastSE,21-Jan,NOBA,GWNN,C,,,,
NCoastSE,21-Jan,YYBN,GWNN,B,,,,
NCoastSE,21-Jan,NOBA,YYBN,B,,,,
NCoastSE,21-Jan,NOBA,YGWY,C,,,,
NCoastSE,21-Jan,NOBA,YGWY,C,,,,
NCoastSE,21-Jan,NOBA,GWNN,C,,,,
NCoastSE,21-Jan,NOBA,GWNN,P,,,,
NCoastSE,21-Jan,NOBA,YGWY,B,,,,
NCoastSE,21-Jan,NOBA,YYBN,P,,,,
NCoastSE,21-Jan,NOBA,YGGN,C,,,,
NCoastSE,21-Jan,NOBA,YGGN,C,,,,
NCoastSE,21-Jan,NOBA,GWNN,C,,,,
NCoastSE,21-Jan,YYBN,YGGN,B,,,,
NCoastSE,21-Jan,YYBN,YGGN,B,,,,
NCoastSE,21-Jan,YYBN,YGGN,P,,,,
NCoastSE,21-Jan,YYBN,YGGN,B,,,,
NCoastSE,21-Jan,YYBN,YGWY,B,,,,
NCoastSE,21-Jan,YYBN,YGGN,B,,,,
NCoastSE,21-Jan,YYBN,GWNN,B,,,,
NCoastSE,21-Jan,YYBN,YGGN,B,,,,
NCoastSE,21-Jan,YYBN,YGWY,B,,,,
NCoastSE,21-Jan,NOBA,YGGN,D,,,,
NCoastSE,21-Feb,YGGN,YGWY,B,,,,
NCoastSE,21-Feb,NOBA,YGWY,P,,,,
NCoastSE,22-Jan,YYBN,YGGN,D,,,,
NCoastSE,22-Jan,YYBN,YGGN,D,,,,
NCoastSE,22-Jan,YYBN,YGGN,B,,,,
NCoastSE,22-Jan,YYBN,YGGN,D,,,,
NCoastSE,22-Jan,YYBN,YGGN,D,,,,
NCoastSE,22-Feb,NOBA,YYBN,P,,,,
NCoastSE,22-Feb,YGGN,GWNN,B,,,,
NCoastSE,22-Feb,YGGN,YGWY,C,,,,
NCoastSE,22-Feb,YGGN,GWNN,B,,,,
NCoastSE,22-Feb,NOBA,YGGN,P,,,,
NCoastSE,22-Feb,NOBA,YGWY,C,,,,
NCoastSE,22-Feb,NOBA,GWNN,P,,,,
NCoastSE,22-Feb,NOBA,YGWY,P,,,,
NCoastSE,22-Feb,NOBA,YGWY,C,,,,
NCoastSE,22-Feb,NOBA,YGWY,C,,,,
NCoastSE,22-Feb,NOBA,YRBR,C,,,,
NCoastSE,22-Feb,NOBA,GWNN,C,,,,
NCoastSE,22-Feb,NOBA,YGGN,C,,,,
NCoastSE,22-Feb,NOBA,YGGN,C,,,,
NCoastSE,22-Feb,NOBA,GWNN,C,,,,
NCoastSE,22-Feb,NOBA,YGWY,P,,,,
NCoastSE,22-Feb,NOBA,YGWY,D,,,,
NCoastSE,23-Feb,YYBN,GWNN,P,,,,
NCoastSE,23-Feb,YYBN,GWNN,B,,,,
NCoastSE,22-Feb,NOBA,GWNN,P,,,,
NCoastSE,23-Feb,NOBA,YYBN,P,,,,
NCoastSE,23-Feb,NOBA,GWNN,D,,,,
NCoastSE,22-Feb,NOBA,YRBR,D,,,,
NCoastSE,23-Feb,NOBA,GWNN,P,,,,
NCoastSE,23-Feb,NOBA,GWNN,D,,,,
NCoastSE,23-Feb,NOBA,GWNN,C,,,,
NCoastSE,23-Feb,YYBN,YRBR,B,,,,
NCoastSE,23-Feb,NOBA,YYBN,P,,,,
NCoastSE,23-Feb,NOBA,YRBR,C,,,,
NCoastSE,23-Feb,YYBN,YRBR,P,,,,
NCoastSE,23-Feb,YYBN,YRBR,C,,,,
NCoastSE,23-Feb,YYBN,YRBR,D,,,,
NCoastSE,23-Feb,YYBN,YRBR,B,,,,
NCoastSE,23-Feb,YYBN,YRBR,B,,,,
NCoastSE,23-Feb,YYBN,GWNN,B,,,,
NCoastSE,23-Feb,YYBN,GWNN,P,,,,
NCoastSE,23-Feb,YYBN,GWNN,P,,,,
NCoastSE,24-Jan,NOBA,YYBN,P,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,YGGN,B,,,,
NCoastSE,24-Jan,YYBN,GWNN,C,,,,
NCoastSE,24-Jan,YYBN,YGWY,B,,,,
NCoastSE,24-Jan,YYBN,GWNN,C,,,,
NCoastSE,24-Jan,NOBA,GWNN,C,,,,
NCoastSE,24-Jan,NOBA,YGWY,C,,,,
NCoastSE,24-Jan,NOBA,GWNN,C,,,,
NCoastSE,24-Jan,NOBA,YGWY,C,,,,
NCoastSE,24-Jan,YYBN,GWNN,C,,,,
NCoastSE,24-Jan,NOBA,YGWY,C,,,,
NCoastSE,25-Feb,YGGN,YGWY,P,,,,
NCoastSE,25-Feb,YGGN,GWNN,P,,,,
NCoastSE,25-Feb,YGGN,YGWY,B,,,,
NCoastSE,25-Feb,YGGN,YGWY,D,,,,
NCoastSE,25-Feb,YGGN,GWNN,D,,,,
NCoastSE,26-Jan,NOBA,YYBN,B,,,,
NCoastSE,26-Feb,YYBN,YGWY,B,,,,
NCoastSE,26-Feb,YGWY,YYBN,B,,,,
NCoastSE,26-Feb,YYBN,YGWY,B,,,,
NCoastSE,26-Feb,NOBA,YGWY,C,,,,
NCoastSE,27-Jan,NOBA,YYBN,B,,,,
NCoastSE,27-Jan,NOBA,YYBN,B,,,,
NCoastSE,27-Jan,NOBA,GWNN,C,,,,
NCoastSE,27-Jan,YYBN,YGWY,B,,,,
NCoastSE,27-Jan,YYBN,GWNN,B,,,,
NCoastSE,27-Jan,YYBN,YGWY,B,,,,
NCoastSE,27-Jan,YYBN,GWNN,B,,,,
NCoastSE,27-Jan,YYBN,GWNN,B,,,,
NCoastSE,27-Jan,NOBA,YYBN,P,,,,
NCoastSE,27-Jan,NOBA,GWNN,C,,,,
NCoastSE,27-Jan,NOBA,YGWY,B,,,,
NCoastSE,27-Jan,YYBN,GWNN,C,,,,
NCoastSE,27-Jan,YYBN,YRBR,B,,,,
NCoastSE,27-Jan,YYBN,YRBR,C,,,,
NCoastSE,27-Feb,NOBA,GWNN,D,,,,
NCoastSE,28-Jan,NOBA,YYBN,B,,,,
NCoastSE,28-Jan,NOBA,YYBN,B,,,,
NCoastSE,28-Jan,NOBA,YYBN,P,,,,
NCoastSE,28-Jan,NOBA,YYBN,P,,,,
NCoastSE,28-Jan,YYBN,GWNN,C,,,,
NCoastSE,28-Jan,YYBN,GWNN,B,,,,
NCoastSE,28-Feb,YYBN,YGWY,D,,,,
NCoastSE,28-Feb,YYBN,YGWY,D,,,,
NCoastSE,28-Feb,YYBN,YGWY,D,,,,
NCoastSE,28-Feb,YYBN,GWNN,D,,,,
NCoastSE,28-Feb,YYBN,YGWY,D,,,,
NCoastSE,28-Feb,YYBN,YGWY,C,,,,
NCoastSE,28-Feb,YYBN,GWNN,B,,,,
NCoastSE,28-Feb,YYBN,YGWY,B,,,,
NCoastSE,28-Feb,YYBN,GWNN,B,,,,
LookoutSE,01-Apr,1NOBA,YYYY-W,D,,,,
LookoutSE,01-Apr,1NOBA,YYYY-W,P,,,,
LookoutSE,02-May,1NOBA,YYYY-W,B,,,,
LookoutSE,02-May,1NOBA,YYYY-W,P,,,,
LookoutSE,02-May,1NOBA,YYYY-W,B,,,,
LookoutSE,01-Jun,1NOBA,BRBR-W,D,,,,
LookoutSE,02-Jun,1NOBA,GGGB-W,B,,,,
